timestamp,feature_type,train_acc,test_acc,train_f1,test_f1,cv_f1_mean,cv_f1_std,n_train,n_test
2026-06-04 16:14:31,mfcc,0.9635,0.6181,0.9641,0.5986,0.5475,0.011,1152,288
2026-06-06 20:20:41,baseline,100,0.62,0.5904,0.5986,0.0082,0.0292,0.085,0.2205,False,False,✅ OK
